Age,Material,Diameter,Slope,Depth,Length,Soil PH,Soil Type,Road Type,Condition Rating
45,PVC,8,0.054693797,6.39,184.949095,5.4,Clay,Alley,1
49,RC,24,0.3,11.59,261.6847138,4.8,Sand,Street,3
47,PVC,90,0.2,8.58,309.9835775,8.2,Clay,Alley,3
46,VCP,8,0.07,7,259.99,7.9,Sand,Easement,1
61,RC,90,0.04,11.87,497.6246214,7.9,Gravel,Street,3
39,PVC,8,0.33,10.22,136.4872706,4.8,Sand,Easement,3
35,VCP,8,0.6,7,286.6236164,4.8,Loam,Street,1
16,RC,8,0.333781017,8.85,257.8888663,7.9,Sand,Street,2
60,PVC,8,0.71,8,200.4649927,7.9,Clay,Street,1
32,PVC,8,1,8.85,396.530118,5.7,Gravel,Street,3
14,RC,8,0.36,8,400.9334558,7.9,Sand,Street,1
67,VCP,8,0.3,8.58,954.6708412,7.5,Sand,Easement,3
67,VCP,10,0.34,5,251.6790653,8.2,Clay,Street,1
65,VCP,8,0.025,7.48,363.4693578,5.294302164,Sand,Easement,3
66,PVC,10,1.65,5,982.0093254,8.2,Clay,Alley,3
45,VCP,6,0.731886792,8.03,200.6,7.9,Clay,Street,3
41,VCP,8,1.4,10,387.1528961,8.2,Sand,Street,1
35,RC,8,0.32,7,346.1676614,5.5,Sand,Street,2
62,VCP,8,0.03,10,80.62870382,6.7,Clay,Alley,3
58,PVC,8,0.37,7,29.23481731,7.9,Sand,Street,1
36,VCP,8,0.4,6,250.6785354,4.8,Sand,Street,3
70,VCP,8,2.22,6.12,261.362484,7.9,Sand,Street,3
50,RC,8,1.198380294,8.85,16.49188467,5.7,Sand,Alley,3
49,PVC,8,5.990690046,8,414.029825,4.8,Sand,Street,3
42,PVC,6,0.71,12,62.3690132,5.7,Gravel,Street,2
20,VCP,8,0.3,10,823.6808132,4.1,Sand,Street,1
13,PVC,10,0.35,8.85,250,6.5,Loam,Easement,1
30,PVC,8,0.013,12.14,331.9141255,5.4,Rock,Easement,1
57,VCP,8,0.3,7,495.5891742,7.9,Clay,Alley,1
39,VCP,12,0.28,3.92,265.892889,7.9,Clay,Highway,3
54,PVC,8,0.36,7,40.58787833,7.9,Clay,Easement,1
72,RC,8,0.4,11.05,261.3907773,7.9,Loam,Street,1
37,RC,8,0.43,5,83.95178468,8.2,Clay,Alley,1
58,VCP,10,0.39,9.13,36.70783737,7.9,Sand,Street,1
13,VCP,8,1.7,7.48,253.41,8.2,Clay,Street,3
42,PVC,8,2.88,0.91,375.8900929,7.9,Sand,Street,1
60,PVC,10,0.27,6,316.5817832,7.5,Sand,Street,4
57,VCP,8,2,8.58,117.630675,7.9,Clay,Street,3
57,RC,8,0.28,13.79,70.94,7.9,Clay,Alley,1
23,VCP,6,1.33,0.64,328.0724444,5.7,Sand,Street,1
43,VCP,8,0.3,5,41.61801331,5.5,Loam,Street,5
37,VCP,8,2,3.92,90.99,5.4,Sand,Street,1
65,RC,10,0.4,7,219.3966583,8.2,Sand,Street,3
64,VCP,10,0.678407213,10,300.0736993,6.5,Sand,Highway,3
79,VCP,8,0.38,6,88.97762843,7.5,Sand,Street,4
15,PVC,8,0.4,9.4,133.6052482,4.8,Sand,Street,1
36,PVC,12,0.5,7.21,52.73826603,8.2,Sand,Street,3
64,VCP,8,2.964190473,8,86.01101203,8.2,Gravel,Street,1
64,VCP,6,0.4,5,91.59406207,5.4,Sand,Street,1
59,VCP,10,0.34,13.24,506.0855574,5.7,Sand,Alley,3
58,VCP,18,0.12,7,356.5964272,5.8,Loam,Street,3
71,VCP,10,0.3,8.58,350,5.4,Sand,Street,3
17,RC,8,1.4,6.94,155.950322,5.4,Sand,Highway,1
65,VCP,10,0.064270158,7,335.9974177,4.8,Sand,Street,3
67,PVC,30,0.26,8.03,428.0156993,5.4,Sand,Street,1
57,VCP,8,0.222534071,8,954.2444393,5.7,Sand,Street,1
70,VCP,8,0.4,10,1089.773652,5.4,Sand,Easement,3
60,PVC,8,0.4,10.77,295,6.5,Clay,Alley,2
18,PVC,8,3.4,7,292.7958629,5.5,Sand,Easement,1
30,VCP,8,4.5,10.5,144.99,6.8,Loam,Street,3
13,PVC,10,0.44,9.13,358.462765,8.2,Clay,Street,1
64,VCP,8,1.243496681,10,247.765736,4.8,Sand,Street,1
63,VCP,8,0.4,7,58.09340189,5.5,Sand,Easement,1
36,VCP,6,2.6,6,57.72170834,5.4,Sand,Street,3
56,VCP,30,0.5,4.2,328.8302302,4.8,Sand,Street,3
59,VCP,15,0.29,6,63.23766232,4.8,Clay,Easement,1
59,VCP,10,0.39,9.95,21.41989312,5.7,Sand,Street,3
27,PVC,8,0.75,5,208.2312305,4.1,Sand,Alley,3
71,VCP,10,0.53,5,283.4513082,7.9,Clay,Alley,1
65,VCP,8,0.4,8.58,226.4826307,5.7,Sand,Street,4
71,VCP,27,0.2,8,728.1210049,8.2,Clay,Easement,1
64,VCP,8,0.4,12,392.9758201,7.9,Clay,Street,3
59,VCP,8,0.5,7,322.4940936,4.8,Sand,Street,3
60,PVC,8,0.59,10.22,295.3535973,8.2,Sand,Highway,3
66,RC,12,0.38,5.29,1520.880894,7.9,Gravel,Street,5
23,PVC,8,0.6,6.66,181.2216238,7.9,Clay,Street,1
69,VCP,27,0.4,13.24,253.3975912,7.5,Sand,Street,3
64,VCP,8,2.3,8,193.6922789,7.9,Clay,Street,1
66,VCP,8,0.31,11.05,425.2972933,7.9,Loam,Street,3
22,RC,8,4,5,55.40428009,6.8,Sand,Street,3
67,VCP,10,0.4,7,389.9352889,8.2,Clay,Street,1
47,VCP,8,0.1,6,486.5092933,5.8,Loam,Street,3
71,VCP,18,0.3,9.4,320.7276773,7.5,Sand,Street,3
63,VCP,8,0.3,8,389.6346668,6.7,Clay,Easement,3
72,VCP,8,0.4,3.92,155.9162244,5.8,Loam,Street,3
22,RC,8,1.5,8,138.6776621,7.9,Clay,Easement,1
26,PVC,8,1.537566402,8.58,376.9116985,8.2,Clay,Street,3
46,VCP,8,0.33,10,333.2676565,4.8,Sand,Street,1
48,PVC,8,7.357352536,3.1,54.58285291,7.9,Clay,Highway,3
59,VCP,30,0.05,15,270.5418235,6.7,Sand,Street,3
6,PVC,8,3,8,109.9613854,7.9,Clay,Easement,1
71,VCP,8,0.35,10.5,32.10629018,4.1,Sand,Street,5
71,VCP,8,1,5,318.9968804,5.7,Sand,Easement,3
46,RC,8,1.1,6,301.6032312,6.8,Rock,Alley,3
71,VCP,8,0.4,8.699835898,769.5025752,5.4,Clay,Street,1
57,PVC,8,2.464396011,11.87,68.15696552,7.9,Clay,Street,3
27,VCP,36,0.38,10.77,326.4323877,8.2,Sand,Street,1
54,VCP,8,0.3,9.68,251.2855215,7.9,Clay,Street,1
65,VCP,24,0.24,11.32,216.804732,5.7,Clay,Street,1
45,VCP,27,0.2,10,166.53,7.4,Clay,Easement,3
18,PVC,6,0.3,5,204.0930195,5.8,Clay,Highway,3
39,PVC,12,0.29,5,319.9937019,7.9,Clay,Street,3
59,VCP,8,0.25,12,385.0192339,4.1,Sand,Street,5
22,PVC,8,0.48,7,209.7401515,7.9,Sand,Street,3
49,RC,12,0.5,12,256.4916668,5.4,Sand,Highway,3
72,RC,27,0.27,5,350,7.5,Sand,Alley,1
14,VCP,8,1,9.4,174.9803024,4.8,Sand,Street,5
64,VCP,8,0.65,5,194.3590884,4.8,Clay,Easement,4
29,PVC,10,0.42,5,182.8127353,7.5,Clay,Street,3
59,VCP,8,0.49,10,202.7729566,5.3,Sand,Street,3
64,VCP,8,0.059989946,10,333.1121834,4.1,Sand,Alley,1
100,VCP,12,0.021,10.22,597.3565575,8.2,Sand,Street,4
22,VCP,6,0.4,2.55,144.0486733,8.2,Sand,Street,1
72,VCP,8,0.5,11.05,402.7515961,5.4,Sand,Street,3
38,RC,8,1,6.66,267.6516149,6.5,Loam,Highway,1
84,VCP,8,0.4,8.58,163.8856512,5.7,Sand,Street,5
24,PVC,10,0.39,11.05,328.327439,8.2,Clay,Street,1
20,PVC,8,0.37,5,387.9562655,8.2,Clay,Street,1
15,PVC,8,2.225472689,5.57,279.9900165,8.2,Clay,Street,1
47,PVC,8,1.1,5,187.635561,8.2,Loam,Easement,1
28,RC,8,1.253132583,5,360.7689119,4.8,Sand,Alley,1
38,RC,8,0.35,7,272.59,7.9,Clay,Street,3
15,RC,8,0.9,10,316.9949915,5.8,Clay,Street,1
22,PVC,10,1.2,8,59.89037086,7.4,Sand,Easement,1
50,VCP,8,0.33,12.14,376.5616631,7.9,Loam,Street,1
56,VCP,8,0.5,11.59,123.0061475,5.4,Clay,Highway,3
19,PVC,8,2.156970109,8,285.7590357,8.2,Clay,Street,1
64,VCP,12,0.48,10,557.1390674,7.5,Sand,Street,3
67,VCP,10,0.4,12,77.92189807,8.2,Sand,Street,3
17,RC,8,0.75,8.58,119.4724901,8.2,Sand,Street,3
57,VCP,24,0.4,7,493.3906222,5.7,Sand,Street,3
55,VCP,8,0.35,9.4,167.1556649,5.7,Sand,Street,3
61,PVC,15,0.4,5,333.6796841,8.2,Sand,Alley,3
43,PVC,8,1.5,5,154.4434605,8.2,Sand,Street,3
77,RC,10,0.55,7,269.4901271,8.2,Clay,Easement,1
55,VCP,8,0.46,10,334.7877199,7.4,Gravel,Street,1
10,PVC,8,0.45,7.76,222.4949292,8.2,Clay,Street,1
21,VCP,8,0.39,7,254.4651527,8.2,Clay,Street,1
47,PVC,8,0.12,17.35,181.4956392,5.4,Sand,Alley,1
71,VCP,8,0.4,13.24,292.9952413,4.8,Sand,Street,3
40,PVC,8,0.78,8,248.284019,8.2,Clay,Street,1
18,PVC,8,0.7,6.94,357.5598462,6.5,Sand,Street,1
14,VCP,8,1,7,215.0420592,4.1,Sand,Alley,1
67,PVC,8,0.8,7,205.650674,7.9,Loam,Street,1
11,PVC,8,0.4,7,238.4571789,8.2,Clay,Street,1
21,PVC,8,1.45,1.73,383.4392815,8.2,Clay,Street,1
66,VCP,8,0.47,7,496.7338947,4.8,Sand,Alley,5
58,VCP,6,3.978792709,8.58,207.1785351,8.2,Sand,Street,1
90,VCP,30,0.43,7,35.98711565,7.5,Rock,Street,3
56,VCP,10,0.39,5,66.50697781,5.8,Sand,Alley,3
22,PVC,8,0.6,7,71.99335635,7.5,Clay,Street,1
41,VCP,10,0.37,16.25,275.1149973,7.9,Clay,Highway,1
48,PVC,30,0.39,10,96.75725336,6.5,Clay,Street,3
65,VCP,8,0.41,8.58,291.0052437,7.5,Sand,Highway,3
69,VCP,8,0.41,11,211.7720371,6.5,Clay,Highway,3
24,RC,24,0.3,5,462.7022872,6.9,Sand,Alley,1
46,RC,8,0.4,15,299.0605207,5.4,Sand,Street,1
58,RC,8,0.56,5,311.3088923,8.2,Clay,Easement,3
54,RC,8,0.5,7,70.01876147,8.2,Clay,Easement,3
84,RC,12,0.19,7,143.9892065,5.4,Sand,Street,3
42,VCP,8,0.31,7.76,295,8.2,Clay,Street,3
71,VCP,6,0.46,7,163.3651458,4.8,Sand,Street,1
49,PVC,36,0.33,10,447.3065897,7.5,Clay,Street,3
23,VCP,8,0.39,15.43,136.9522822,5.8,Sand,Street,1
72,VCP,8,2.1,8,206.5776531,7,Clay,Street,3
55,PVC,15,0.4,8,190.1952967,7.9,Clay,Street,3
67,PVC,8,0.8,7,329.6427318,6.7,Clay,Alley,1
72,VCP,6,0.4,13.51,356.3081599,6.8,Loam,Alley,2
56,PVC,8,0.12,5,449.7642655,4.8,Sand,Highway,3
21,PVC,18,0.59,8,202.7566921,8.2,Clay,Highway,1
71,VCP,30,0.11,8.58,70.93566028,6.9,Sand,Street,3
73,VCP,15,0.4,7.21,588.6262002,5.5,Loam,Highway,3
71,VCP,10,0.15,5.29,474.735962,4.8,Clay,Easement,3
50,VCP,8,0.4,10,299.8483728,8.2,Gravel,Street,1
51,PVC,8,0.42,8,400.9568912,6.8,Clay,Street,3
80,VCP,8,0.4,8,310.8280217,4.8,Sand,Alley,1
100,VCP,12,0,19.54,508.501821,6.9,Clay,Alley,3
53,PVC,10,1,6.66,298.4801746,7.9,Loam,Street,3
71,VCP,8,0.4,8.85,294.2972487,5.8,Loam,Easement,3
62,VCP,8,0,13.24,1201.821439,7.4,Loam,Highway,1
57,RC,15,0.8,8.03,190,4.8,Sand,Alley,3
64,VCP,8,3,6,155.9191148,7.5,Sand,Street,1
43,VCP,27,0.3,5,374.6364383,8.2,Clay,Alley,1
64,RC,8,0.62,7,45.78365604,5.8,Sand,Easement,4
48,VCP,8,0.6,8.85,232.2839415,5.4,Sand,Easement,4
67,PVC,10,0.39,8,495.6721553,7.9,Sand,Street,2
65,PVC,12,0.35,5,291.8153523,8.2,Clay,Street,1
67,RC,8,0.39,9.68,238.0473392,8.2,Rock,Street,3
62,PVC,8,0.38,10,889.9496429,4.8,Sand,Easement,3
64,PVC,8,2.5,5,57.63186793,8.2,Sand,Alley,3
69,VCP,8,0.24,8,284.9904626,4.8,Sand,Street,3
69,PVC,8,0.32,11.87,318.0836637,6.5,Sand,Street,3
10,PVC,33,0.94,9.68,289.0285309,8.2,Clay,Street,1
57,VCP,8,0.36,8.85,569.2695061,7.5,Loam,Street,3
71,VCP,30,0.2,6,337.5281883,5.4,Sand,Alley,5
22,RC,8,0.6,9.68,115.3517859,5.4,Sand,Alley,3
59,RC,8,0.75,8.85,108.2265166,4.8,Sand,Alley,3
36,RC,15,0.47,5,103.086305,7.9,Loam,Easement,1
46,VCP,8,1.3,2.01,274.4019596,8.2,Loam,Street,3
46,PVC,8,0.39,9.68,130.039302,6.8,Sand,Street,1
66,VCP,10,0.019,13.24,248.2710986,4.8,Sand,Street,5
60,VCP,8,0.12,8,184.7587992,7.9,Sand,Street,1
58,VCP,8,0.28,6.982177149,184.6642219,4.1,Sand,Highway,3
68,PVC,8,0.8,6,145.09957,7.9,Clay,Highway,1
62,PVC,8,0.62,10.5,175.9990698,7.4,Sand,Highway,3
44,RC,12,0.4,5,360.22,7.9,Rock,Street,1
46,VCP,18,0.3,13,272.7731042,5.7,Sand,Street,3
64,VCP,8,0.139432994,12.69,175.27,4.8,Sand,Alley,4
66,VCP,8,0.36,5,264.1019566,4.1,Sand,Street,5
46,PVC,8,1,5,272.185474,5.8,Sand,Easement,3
69,PVC,8,2.4,7,295,8.2,Clay,Street,1
47,VCP,8,0.41,7.21,346.9589256,7.9,Loam,Street,1
56,RC,8,0.59,7,28.27100005,6.7,Sand,Highway,3
14,VCP,8,2.501980893,7,317.3184699,8.2,Sand,Street,1
64,VCP,8,0.41,8.58,113.5232805,5.7,Sand,Street,1
71,VCP,8,0.36,7,190.78752,4.8,Sand,Alley,3
23,VCP,15,0.26,10,168.0218231,5.4,Sand,Easement,3
66,VCP,8,0.27,6,350.705247,6.5,Sand,Street,3
71,VCP,18,1,7,199.32,5.7,Gravel,Street,3
52,VCP,8,0.007,8,248.3988999,4.1,Sand,Street,1
21,PVC,12,0.34,8.85,299.99,8.2,Clay,Street,1
48,PVC,8,0.6,7.76,447.2292972,8.2,Clay,Highway,3
70,VCP,8,0.34,12.42,242.9991929,6.8,Sand,Easement,1
69,VCP,10,0.3,7,428.4311985,7.9,Loam,Street,3
46,VCP,8,0.2,10,464.4957239,6.5,Sand,Alley,4
64,VCP,8,0.2,8,338.8310664,7.9,Sand,Alley,3
51,RC,24,0.4,8.03,150.7942224,7.9,Clay,Alley,1
11,PVC,6,3.6,10,204.0812637,8.2,Clay,Street,1
29,PVC,8,5.16,5,44.2073642,8.2,Clay,Street,1
36,PVC,8,0.44,7,363.76,8.2,Clay,Highway,1
70,VCP,12,0.36,10.77,1021.389148,7.9,Clay,Street,3
11,PVC,8,0.33,5,116.0657006,8.2,Clay,Street,1
44,PVC,8,0.55,10,207.1451031,6.9,Gravel,Easement,1
63,VCP,30,0.18,7,310.1635552,8.2,Loam,Street,1
46,RC,10,0.3,9.68,263.7166807,6.9,Clay,Easement,1
65,RC,12,0.7,7,288.5121429,5.4,Sand,Street,3
54,VCP,8,0.25,10.77,127.5757268,4.8,Sand,Street,3
62,PVC,8,0.4,5,543.5548597,7.9,Sand,Street,3
16,PVC,8,0.6,7.21,94.98776733,8.2,Clay,Street,1
64,PVC,8,2,9.4,66.42585061,7.9,Clay,Street,1
42,VCP,24,0.2,8,26.71260513,5.5,Sand,Easement,1
36,PVC,8,1,7,319.34,6.5,Sand,Alley,1
56,VCP,6,4.235991597,5,120.3020996,8.2,Sand,Street,1
54,VCP,8,0.1,14.06,350,5.5,Loam,Street,3
60,PVC,8,0.44,7,106.2553739,7.9,Clay,Alley,3
57,PVC,8,1,0.599090414,218.8808281,8.2,Sand,Street,1
66,VCP,8,0.43,8.58,270.7608648,8.2,Clay,Street,1
58,VCP,15,0.32,15,311.4986904,5.4,Sand,Alley,1
22,VCP,8,2.5,7.48,310.4272263,8.2,Loam,Street,1
51,PVC,6,0.56,7,60.5220689,8.2,Clay,Alley,3
36,RC,8,0.33,10,203.9387639,5.7,Sand,Alley,3
63,VCP,8,0.32,8.85,226.4770197,5.7,Sand,Highway,5
57,VCP,8,0.32,10.5,323.9335969,6.7,Sand,Street,1
42,VCP,8,1,12.96,661.0816615,8.2,Clay,Alley,1
66,VCP,12,0.4,7,384.607615,5.4,Sand,Street,3
70,VCP,12,0,19.54,259.8747041,5.7,Clay,Street,1
21,VCP,18,0.37,8.85,221.7192188,5.4,Sand,Highway,3
13,PVC,30,0.6,8.85,208.0781441,7.9,Sand,Highway,1
22,PVC,8,0.39,5,45.81285696,5.4,Sand,Street,3
41,VCP,8,0.4,13.51,134.4187025,7.9,Clay,Street,1
65,VCP,10,1.5,5,740.9901988,7.9,Clay,Street,1
61,PVC,8,0.5,6.12,56.93495116,8.2,Clay,Street,1
48,PVC,24,0.066801919,13,73.39735455,4.8,Sand,Street,1
59,VCP,6,1.36,7,324.1848047,8.2,Clay,Street,3
37,PVC,18,0.16,10,40.63992209,6.7,Loam,Alley,1
37,VCP,8,0.009706927,13,122.1897264,5.4,Sand,Street,1
36,PVC,24,0.42,5,279.99,7.5,Clay,Highway,1
70,VCP,8,0.4,8.58,56.535766,4.1,Sand,Easement,3
40,VCP,8,0.38,10,202.3112891,4.8,Sand,Street,3
46,VCP,8,0.15,7,665.7847186,7.9,Sand,Street,5
70,PVC,10,0.4,7,1078.189985,5.4,Sand,Street,3
36,VCP,12,1.2,7,33.04983536,5.7,Sand,Street,4
101,VCP,8,1.4,7,211.2365075,8.2,Clay,Street,3
69,PVC,8,1.7,7,364.2034599,5.5,Sand,Highway,1
48,VCP,6,0.65,7.48,168.866608,8.2,Clay,Street,1
22,PVC,8,8.371793382,10.77,74.99,8.2,Clay,Street,1
19,VCP,8,0.8,7,823.3282145,7.9,Gravel,Street,3
70,VCP,24,0.7,11.32,432.6482215,8.2,Clay,Street,1
72,VCP,8,0.6,8.58,88.7759519,6.5,Sand,Street,3
43,VCP,10,0.38,7.48,318.99,8.2,Sand,Street,3
71,RC,8,0.38,6.94,205.6547051,5.8,Clay,Easement,3
68,VCP,8,1,8,101.70393,5.4,Sand,Highway,4
60,VCP,18,0.37,8,334.9816875,4.8,Sand,Street,3
69,VCP,12,0.013,12,329.0998551,8.2,Clay,Street,1
26,PVC,8,0.4,15.7,262.4711419,6.7,Loam,Street,1
38,RC,8,0.75,7,41.71442722,8.2,Clay,Easement,1
46,VCP,8,1.42,13,472.9571903,6.9,Sand,Alley,3
72,VCP,8,0.55,16,326.8359169,5.4,Clay,Street,3
62,VCP,6,1.4,5,295.5613634,7.9,Clay,Street,3
72,RC,8,0.2,10.5,384.3919586,5.7,Clay,Street,3
48,PVC,15,0.4,3.92,24.38981539,5.7,Sand,Street,3
48,VCP,12,0.3,7,291.99,7.9,Sand,Easement,3
36,VCP,8,1.6,7.76,300.1541752,7.9,Loam,Highway,5
14,VCP,8,0.009,18.95804258,405.7846364,5.4,Sand,Street,1
68,PVC,8,0.29,7,296.8879178,4.8,Sand,Highway,5
36,VCP,8,0.11,12,218.0992804,6.8,Sand,Street,5
26,PVC,8,0.39,8.85,242.9805178,5.7,Sand,Highway,3
41,VCP,8,0.66,7,206.8415468,8.2,Clay,Street,1
47,VCP,8,0.8,8.31,450.6271552,6.8,Sand,Street,1
10,RC,15,0.32,2.55,465.8288299,7.9,Sand,Highway,1
44,RC,8,1.5,1.73,217.12,8.2,Clay,Street,3
72,VCP,8,0.39,8.03,141.3007171,5.8,Sand,Street,3
73,VCP,10,0.4,5,245,6.9,Sand,Alley,3
36,VCP,12,0.3,7,205.5651444,7.9,Clay,Alley,1
54,VCP,21,0.6,4.47,70.42442166,5.7,Sand,Street,3
17,VCP,8,0.36,5,284.3203715,5.7,Clay,Easement,4
61,VCP,8,0.4,6.66,800.661703,8.2,Clay,Street,5
71,VCP,8,0.47,8.58,158.8046682,4.8,Sand,Street,3
16,VCP,21,0.32,10,140.8148338,4.8,Sand,Street,1
59,PVC,8,0.39,11,284.4693122,8.2,Clay,Street,1
65,VCP,8,0.16,6,47.82851327,7.9,Rock,Alley,3
19,RC,8,2.196234418,10,157.5854738,8.2,Sand,Street,1
22,PVC,10,0.41,0.36,429.2286225,8.2,Clay,Highway,1
60,VCP,8,0.4,7,275.99,5.5,Sand,Street,3
62,PVC,30,0.39,7,57.69008616,6.8,Clay,Street,3
11,PVC,8,0.8,6,306.0735487,8.2,Clay,Street,1
22,PVC,10,0.4,8,326.2663442,8.2,Clay,Street,1
17,PVC,10,0.42,9.13,108.6428653,8.2,Clay,Street,1
22,VCP,8,0.4,8.85,335.101468,8.2,Clay,Street,3
22,PVC,8,0.31,10,325.0231702,8.2,Clay,Street,1
47,RC,8,0.42,12,357.1086701,8.2,Clay,Alley,3
8,PVC,8,0.8,10,154.7910144,6.5,Sand,Street,1
15,PVC,8,0.36,9.95,437.6981222,5.8,Clay,Easement,1
75,VCP,6,0.33,8.85,304.7312898,7.9,Sand,Easement,5
65,VCP,6,0.8,7,170.6554675,7.9,Sand,Street,3
37,RC,8,0.5,7,279.9986021,8.2,Clay,Street,1
16,PVC,8,0.6,7,44.36714417,7.5,Clay,Street,1
70,VCP,8,0.3,1.46,328.8048679,8.2,Clay,Street,3
43,RC,8,4,8.85,261,7.4,Sand,Street,1
11,PVC,15,0.5,7,218.9008032,8.2,Clay,Easement,1
39,PVC,8,0.33,5,600.1233768,8.2,Sand,Street,1
71,PVC,12,0.3,11.05,937.4108185,5.7,Sand,Alley,3
56,VCP,8,0.4,5,78.11126519,5.7,Sand,Easement,3
58,VCP,8,0.38,8,81.87729258,4.8,Sand,Street,3
70,RC,8,0.36,10,401.7526134,8.2,Clay,Street,1
89,VCP,8,0.5,7,124.1425227,8.2,Clay,Street,3
71,VCP,15,1.7,5,671.1954006,8.2,Clay,Street,3
66,VCP,8,1,5,95.77092047,6.7,Sand,Easement,3
36,VCP,27,0.39,5,166.4730445,8.2,Clay,Alley,1
39,PVC,8,1.5,1.73,172.9449577,8.2,Clay,Street,1
11,VCP,6,1.3,10,259.8644782,7.5,Clay,Easement,1
25,VCP,8,1.6,5,405.75871,7.9,Sand,Street,3
57,RC,66,0.14,7,243.5263678,6.8,Clay,Alley,1
71,VCP,24,0.228792027,15.98,154.4281332,8.2,Clay,Easement,1
31,VCP,8,0.8,6.66,266.2561588,7.5,Sand,Street,1
60,RC,18,0.27,13.24,97.55,7.5,Sand,Street,1
46,PVC,8,0.4,8.58,202.3598978,8.2,Clay,Street,1
36,VCP,8,1.5,7,160.5978506,5.5,Sand,Alley,1
75,VCP,12,0.28,8.03,336.8558896,4.1,Sand,Alley,4
65,VCP,8,0.65,7.76,349.53222,8.2,Clay,Street,1
66,VCP,8,0.36,11.59,353.8882699,6.7,Clay,Street,1
65,PVC,8,0.31,5,602.6761092,7.9,Sand,Highway,4
60,VCP,8,5.067575458,6,334,5.7,Loam,Easement,3
46,VCP,8,0.29,8.58,364.0711855,5.7,Clay,Street,1
39,PVC,8,0.5,10,152.6461673,5.5,Sand,Street,1
66,VCP,8,0.216315687,7,359.8196461,4.8,Sand,Street,3
16,VCP,48,0.2,6,308.9619413,5.4,Sand,Highway,1
46,PVC,8,0.44,8.58,300,8.2,Clay,Street,1
32,PVC,8,1.42,10,99.79549545,8.2,Sand,Street,1
62,VCP,8,2.789268809,8,17.59466418,6.8,Sand,Easement,1
18,RC,8,0.4,13,52.74453957,7.9,Rock,Street,1
37,RC,8,0.4,7,289.7324542,6.9,Loam,Street,1
18,VCP,8,0.4,6,227.4023975,4.1,Sand,Street,3
39,PVC,8,0.48,7,367.0179014,8.2,Clay,Street,1
54,VCP,8,2.1,1.73,648.8559974,7.5,Sand,Street,3
22,PVC,8,0.4,8.85,417.1283843,8.2,Clay,Street,1
61,VCP,12,0.42,8,395.324699,8.2,Loam,Street,1
70,VCP,8,0.31,8,156.784906,7.9,Sand,Street,3
9,PVC,8,0.32,14.33,279.6962673,7.5,Clay,Easement,1
18,VCP,8,0.4,7,287.2713171,8.2,Clay,Street,1
44,RC,12,0.4,3.38,295.6641775,4.8,Sand,Street,5
64,VCP,30,0.1,6,351.8500839,6.5,Sand,Alley,3
41,RC,8,0.59,5,60.99313809,7.9,Sand,Street,3
16,RC,12,0.3,8,394.3927322,7.9,Sand,Street,3
58,PVC,15,0.008,10,348.0457092,8.2,Clay,Street,1
67,VCP,8,0.31,3.38,317.99,5.4,Sand,Street,3
36,VCP,8,0.52,8,45.65995972,7.9,Sand,Street,1
14,PVC,8,3.635262658,8.85,129.2533065,8.2,Clay,Street,1
75,VCP,15,0.066106465,6,390.5858609,7.9,Clay,Street,1
61,VCP,8,0.37,7,327,5.8,Sand,Street,1
72,VCP,8,0.31,11.87,298.5960236,4.8,Sand,Street,3
31,PVC,10,3.550712252,6,335.2454935,8.2,Clay,Street,1
37,RC,8,0.4,7,55.0083586,8.2,Loam,Alley,1
16,PVC,12,0.4,12,320,8.2,Rock,Street,1
64,VCP,8,0.27,6.94,537.7789842,4.8,Sand,Street,4
49,VCP,8,0.38,5,168.8321885,8.2,Sand,Easement,3
15,PVC,8,0.5,12,339.4585596,8.2,Clay,Street,1
51,VCP,8,0.004,9,345,6.5,Sand,Street,3
65,PVC,8,0.34,9.68,284.1532386,7.9,Clay,Street,3
17,PVC,12,0.02,10,311.1162557,7.9,Clay,Street,4
58,PVC,8,0.41,3.92,294.8770961,8.2,Clay,Street,1
54,PVC,8,4.5,5,158.8924339,8.2,Clay,Street,3
30,VCP,21,0.024046851,10.22,545.6065665,5.8,Sand,Street,3
21,RC,10,0.4,7,249.7008901,7.407386325,Clay,Street,3
66,RC,72,0.6,5,432.7068247,8.2,Clay,Street,3
71,VCP,8,0.5,7,226.47,7.9,Clay,Easement,1
49,VCP,8,0.25,12,29.98537295,5.7,Sand,Alley,3
65,VCP,8,0.46,8.58,174.8171997,6.85,Sand,Street,3
12,RC,6,3.046485002,6,251.2899087,5.7,Loam,Street,2
46,PVC,6,1.4,10,221.3025228,4.8,Clay,Street,3
69,RC,24,0.48,11.32,436.4435781,5.7,Sand,Easement,1
73,PVC,10,1,6.94,190,7.9,Clay,Street,1
44,VCP,8,0.37,10.22,250,7.9,Rock,Highway,3
14,VCP,8,0.63,8.58,297.5988714,6.5,Sand,Easement,1
16,PVC,8,0.44,8.58,485.5939461,5.5,Sand,Street,2
72,VCP,8,0.33,7.21,1542.796712,7.9,Sand,Highway,5
22,PVC,10,0.8,6,151.1002708,8.2,Clay,Easement,1
71,VCP,8,0.9,8.03,380.7589653,4.8,Sand,Street,5
65,PVC,24,0.33,5.02,125.0298119,8.2,Clay,Street,1
36,PVC,8,0.34,10.5,256.0412297,5.4,Sand,Street,3
67,VCP,60,0.12,11.05,275,8.2,Clay,Alley,1
36,VCP,10,0.3,5,331.8423716,5.7,Clay,Easement,1
